version_full,title,genre,artist,version,difficulty_short,difficulty,level,notes,bpm,bpm_min,bpm_max,measure,duration,kaiden_average,top_score
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,21,DPN,6,5,604,202,202,202,97,115,-1,-1
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,21,DPH,7,9,941,202,202,202,97,115,-1,-1
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,21,DPA,8,11,1364,202,202,202,97,115,-1,-1
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,SPN,2,6,675,196,196,196,101,124,1303,1346
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,SPH,3,9,1077,196,196,196,101,124,1919,2141
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,SPA,4,12,1828,196,196,196,101,124,3181,3640
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,DPN,6,7,894,196,196,196,101,124,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,DPH,7,9,1127,196,196,196,101,124,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,DPA,8,12,1853,196,196,196,101,124,-1,-1
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,SPN,2,5,489,175,175,175,77,106,923,977
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,SPH,3,9,927,175,175,175,77,106,1649,1843
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,SPA,4,11,1265,175,175,175,77,106,2275,2524
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,DPN,6,6,497,175,175,175,77,106,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,DPH,7,9,922,175,175,175,77,106,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,DPA,8,11,1224,175,175,175,77,106,-1,-1
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,SPN,2,3,318,112,112,112,59,126,608,636
SPADA,diagram,GLITCH HOP,Expander,21,SPH,3,7,660,112,112,112,59,126,1161,1318
SPADA,diagram,GLITCH HOP,Expander,21,SPA,4,11,1461,112,112,112,59,126,2587,2907
SPADA,diagram,GLITCH HOP,Expander,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,DPN,6,4,400,112,112,112,59,126,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,DPH,7,7,636,112,112,112,59,126,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,DPA,8,11,1419,112,112,112,59,126,-1,-1
SPADA,diagram,GLITCH HOP,Expander,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,SPN,2,6,593,180,180,180,90,120,1076,1186
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,SPH,3,9,1004,180,180,180,90,120,1828,2000
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,SPA,4,11,1566,180,180,180,90,120,2844,3129
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,SPL,5,12,2050,180,180,180,90,120,3333,4082
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,DPN,6,5,654,180,180,180,90,120,-1,-1
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,DPH,7,8,1048,180,180,180,90,120,-1,-1
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,DPA,8,12,1763,180,180,180,90,120,-1,-1
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,21,DPL,9,12,2164,180,180,180,90,120,-1,-1
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,SPN,2,3,355,170,170,170,119,168,643,710
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,SPH,3,7,686,170,170,170,119,168,1276,1372
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,SPA,4,9,1047,170,170,170,119,168,2005,2094
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,SPL,5,11,1560,170,170,170,119,168,2935,3118
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,DPN,6,3,355,170,170,170,119,168,-1,-1
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,DPH,7,6,686,170,170,170,119,168,-1,-1
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,DPA,8,9,1217,170,170,170,119,168,-1,-1
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,21,DPL,9,11,1571,170,170,170,119,168,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,SPN,2,4,413,188,188,188,86,110,722,826
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,SPH,3,8,700,188,188,188,86,110,1254,1394
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,SPA,4,11,1222,188,188,188,86,110,2159,2440
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,DPN,6,4,430,188,188,188,86,110,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,DPH,7,8,713,188,188,188,86,110,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,DPA,8,11,1209,188,188,188,86,110,-1,-1
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,SPN,2,4,395,155,155,155,64,99,-1,790
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,SPH,3,7,693,155,155,155,64,99,-1,1382
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,SPA,4,9,968,155,155,155,64,99,-1,1928
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,DPN,6,6,565,155,155,155,64,99,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,DPH,7,8,862,155,155,155,64,99,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,DPA,8,9,1063,155,155,155,64,99,-1,-1
SPADA,esrev:eR,EMOTIONAL SENTENCE,"TAG meets ""eimy""",21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,SPN,2,5,527,148,148,148,74,120,962,1051
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,SPH,3,8,763,148,148,148,74,120,1369,1521
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,SPA,4,11,1305,148,148,148,74,120,2343,2607
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,DPN,6,5,485,148,148,148,74,120,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,DPH,7,9,852,148,148,148,74,120,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,DPA,8,10,1007,148,148,148,74,120,-1,-1
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,SPN,2,7,689,175,175,175,89,122,1251,1378
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,SPH,3,10,1129,175,175,175,89,122,1944,2247
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,SPA,4,12,1830,175,175,175,89,122,3083,3646
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,SPL,5,12,2225,175,175,175,89,122,3279,4428
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,DPN,6,6,578,175,175,175,89,122,-1,-1
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,DPH,7,9,1049,175,175,175,89,122,-1,-1
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,DPA,8,11,1628,175,175,175,89,122,-1,-1
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,21,DPL,9,12,1879,175,175,175,89,122,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,SPN,2,3,309,115,115,115,50,104,579,618
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,SPH,3,6,590,115,115,115,50,104,1087,1180
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,SPA,4,11,1199,115,115,115,50,104,2035,2374
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,DPN,6,4,308,115,115,115,50,104,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,DPH,7,7,639,115,115,115,50,104,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,DPA,8,11,1312,115,115,115,50,104,-1,-1
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,SPN,2,4,331,130,130,130,63,116,-1,662
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,SPH,3,7,696,130,130,130,63,116,-1,1392
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,SPA,4,9,946,130,130,130,63,116,-1,1890
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,DPN,6,4,415,130,130,130,63,116,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,DPH,7,7,686,130,130,130,63,116,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,DPA,8,10,1027,130,130,130,63,116,-1,-1
SPADA,Give Me Your Love,KANA-POP,星野奏子,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,HYENA,BIG BEAT,Hommarju,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,HYENA,BIG BEAT,Hommarju,21,SPN,2,6,608,178,178,178,88,119,1010,1211
SPADA,HYENA,BIG BEAT,Hommarju,21,SPH,3,9,1026,178,178,178,88,119,1779,2048
SPADA,HYENA,BIG BEAT,Hommarju,21,SPA,4,11,1434,178,178,178,88,119,2524,2860
SPADA,HYENA,BIG BEAT,Hommarju,21,SPL,5,12,1894,178,178,178,88,119,3054,3761
SPADA,HYENA,BIG BEAT,Hommarju,21,DPN,6,5,531,178,178,178,88,119,-1,-1
SPADA,HYENA,BIG BEAT,Hommarju,21,DPH,7,8,943,178,178,178,88,119,-1,-1
SPADA,HYENA,BIG BEAT,Hommarju,21,DPA,8,11,1433,178,178,178,88,119,-1,-1
SPADA,HYENA,BIG BEAT,Hommarju,21,DPL,9,12,1934,178,178,178,88,119,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,SPN,2,5,521,175,175,175,90,123,898,1041
SPADA,Hypersonik,DRUM&BASS,Eagle,21,SPH,3,8,878,175,175,175,90,123,1636,1749
SPADA,Hypersonik,DRUM&BASS,Eagle,21,SPA,4,10,1272,175,175,175,90,123,2372,2542
SPADA,Hypersonik,DRUM&BASS,Eagle,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,DPN,6,5,544,175,175,175,90,123,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,DPH,7,8,897,175,175,175,90,123,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,DPA,8,11,1252,175,175,175,90,123,-1,-1
SPADA,Hypersonik,DRUM&BASS,Eagle,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,SPN,2,6,516,172,172,172,77,107,975,1030
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,SPH,3,9,1012,172,172,172,77,107,1822,2018
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,SPA,4,11,1492,172,172,172,77,107,2659,2979
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,DPN,6,6,544,172,172,172,77,107,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,DPH,7,10,1086,172,172,172,77,107,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,DPA,8,12,1512,172,172,172,77,107,-1,-1
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,SPN,2,6,621,201,201,201,105,125,1063,1242
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,SPH,3,10,1181,201,201,201,105,125,2144,2352
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,SPA,4,12,1826,201,201,201,105,125,3192,3643
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,DPN,6,6,655,201,201,201,105,125,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,DPH,7,10,1237,201,201,201,105,125,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,DPA,8,12,1873,201,201,201,105,125,-1,-1
SPADA,Idola ,REPLICANT CORE,iconoclasm feat.GUMI ,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,SPN,2,5,483,208,208,208,98,113,-1,964
SPADA,Immortal,J-CORE,DJ NAGAI,21,SPH,3,9,902,208,208,208,98,113,-1,1789
SPADA,Immortal,J-CORE,DJ NAGAI,21,SPA,4,12,1607,208,208,208,98,113,-1,3175
SPADA,Immortal,J-CORE,DJ NAGAI,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,DPN,6,6,535,208,208,208,98,113,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,DPH,7,10,993,208,208,208,98,113,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,DPA,8,12,1592,208,208,208,98,113,-1,-1
SPADA,Immortal,J-CORE,DJ NAGAI,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,SPN,2,4,378,146,146,146,76,125,686,756
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,SPH,3,7,672,146,146,146,76,125,1226,1339
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,SPA,4,11,1263,146,146,146,76,125,2256,2514
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,DPN,6,4,385,146,146,146,76,125,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,DPH,7,8,812,146,146,146,76,125,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,DPA,8,10,1251,146,146,146,76,125,-1,-1
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,SPN,2,4,407,195,195,195,96,118,784,814
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,SPH,3,8,938,195,195,195,96,118,1689,1869
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,SPA,4,12,1661,195,195,195,96,118,2686,3305
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,DPN,6,4,443,195,195,195,96,118,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,DPH,7,8,991,195,195,195,96,118,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,DPA,8,12,1722,195,195,195,96,118,-1,-1
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,SPN,2,4,374,180,180,180,87,116,672,748
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,SPH,3,8,734,180,180,180,87,116,1329,1465
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,SPA,4,10,1193,180,180,180,87,116,2256,2386
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,DPN,6,5,420,180,180,180,87,116,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,DPH,7,7,760,180,180,180,87,116,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,DPA,8,10,1184,180,180,180,87,116,-1,-1
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,invoker,TRIBE CORE,Caladborg,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,invoker,TRIBE CORE,Caladborg,21,SPN,2,5,569,195,195,195,102,126,1091,1134
SPADA,invoker,TRIBE CORE,Caladborg,21,SPH,3,9,1009,195,195,195,102,126,1823,2008
SPADA,invoker,TRIBE CORE,Caladborg,21,SPA,4,12,1624,195,195,195,102,126,2851,3238
SPADA,invoker,TRIBE CORE,Caladborg,21,SPL,5,12,1851,195,195,195,102,126,3032,3664
SPADA,invoker,TRIBE CORE,Caladborg,21,DPN,6,6,579,195,195,195,102,126,-1,-1
SPADA,invoker,TRIBE CORE,Caladborg,21,DPH,7,10,1242,195,195,195,102,126,-1,-1
SPADA,invoker,TRIBE CORE,Caladborg,21,DPA,8,12,1659,195,195,195,102,126,-1,-1
SPADA,invoker,TRIBE CORE,Caladborg,21,DPL,9,12,1773,195,195,195,102,126,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,SPN,2,6,658,198,198,198,99,120,1165,1313
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,SPH,3,11,1247,198,198,198,99,120,2203,2486
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,SPA,4,12,2007,198,198,198,99,120,3117,3978
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,DPN,6,6,694,198,198,198,99,120,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,DPH,7,11,1382,198,198,198,99,120,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,DPA,8,12,2097,198,198,198,99,120,-1,-1
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,SPN,2,7,679,170,170,170,72,102,1286,1358
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,SPH,3,10,1194,170,170,170,72,102,1979,2375
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,SPA,4,12,1693,170,170,170,72,102,2696,3367
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,SPL,5,12,2026,170,170,170,72,102,3071,4026
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,DPN,6,6,687,170,170,170,72,102,-1,-1
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,DPH,7,10,1224,170,170,170,72,102,-1,-1
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,DPA,8,11,1473,170,170,170,72,102,-1,-1
SPADA,KAISER PHOENIX,HEAVY METAL,96,21,DPL,9,12,2058,170,170,170,72,102,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,SPN,2,3,298,180,180,180,97,129,0,596
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,SPH,3,7,723,180,180,180,97,129,1368,1444
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,SPA,4,11,1281,180,180,180,97,129,2221,2543
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,DPN,6,3,304,180,180,180,97,129,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,DPH,7,8,692,180,180,180,97,129,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,DPA,8,10,1154,180,180,180,97,129,-1,-1
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,21,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,SPN,2,5,443,180,180,180,93,124,-1,884
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,SPH,3,9,915,180,180,180,93,124,-1,1824
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,SPA,4,11,1461,180,180,180,93,124,-1,2912
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,DPN,6,5,469,180,180,180,93,124,-1,-1
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,DPH,7,9,1069,180,180,180,93,124,-1,-1
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,21,DPA,8,11,1445,180,180,180,93,124,-1,-1
